"MasterFundCode","FullName","InceptionDate","Category"
"000599","信诚薪金宝货币市场基金","2014-05-14","货币型基金"
"000600","汇添富和聚宝货币市场基金","2014-05-28","货币型基金"
"000601","华宝创新优选混合型证券投资基金","2014-05-14","混合型基金"
"000602","富国安益货币市场基金","2014-05-26","货币型基金"
"000603","易方达创新驱动灵活配置混合型证券投资基金","2015-02-13","混合型基金"
"000604","银华多利宝货币市场基金","2014-04-25","货币型基金"
"000606","天弘优选债券型证券投资基金","2017-09-26","债券型基金"
"000609","华商新量化灵活配置混合型证券投资基金","2014-06-05","混合型基金"
"000610","新华阿里一号保本混合型证券投资基金","2014-04-25","混合型基金"
"000611","长城淘金一年期理财债券型证券投资基金","2014-05-07","债券型基金"
"000612","华宝生态中国混合型证券投资基金","2014-06-13","混合型基金"
"000613","国寿安保沪深300交易型开放式指数证券投资基金联接基金","2014-06-05","股票型基金"
"000614","华安国际龙头(DAX)交易型开放式指数证券投资基金联接基金","2014-08-12","股票型基金"
"000615","长城工资宝货币市场基金","2014-06-25","货币型基金"
"000616","上投摩根优信增利债券型证券投资基金","2014-06-11","债券型基金"
"000618","嘉实薪金宝货币市场基金","2014-04-29","货币型基金"
"000619","东方红产业升级灵活配置混合型证券投资基金","2014-06-06","混合型基金"
"000620","易方达现金增利货币市场基金","2015-02-05","货币型基金"
"000622","华富恒财分级债券型证券投资基金","2014-05-07","债券型基金"
"000624","华富恒财定期开放债券型证券投资基金","2018-08-07","债券型基金"
"000626","大成丰财宝货币市场基金","2014-06-18","货币型基金"
"000628","大成高新技术产业股票型证券投资基金","2015-02-03","股票型基金"
"000629","圆信永丰纯债债券型证券投资基金","2014-05-30","债券型基金"
"000631","中银聚利分级债券型证券投资基金","2014-06-05","债券型基金"
"000632","中银聚利半年定期开放债券型证券投资基金","2017-07-21","债券型基金"
"000634","富国天盛灵活配置混合型证券投资基金","2014-04-30","混合型基金"
"000638","富国富钱包货币市场基金","2014-05-07","货币型基金"
"000639","宝盈祥瑞混合型证券投资基金","2014-05-21","混合型基金"
"000640","诺安理财宝货币市场基金","2014-05-12","货币型基金"
"000643","华宝兴业活期通货币市场基金","2014-05-21","货币型基金"
"000644","招商招金宝货币市场基金","2014-06-18","货币型基金"
"000645","华夏薪金宝货币市场基金","2014-05-26","货币型基金"
"000646","华润元大医疗保健量化混合型证券投资基金","2014-08-18","混合型基金"
"000646","华润元大量化优选混合型证券投资基金","2019-09-04","混合型基金"
"000647","易方达财富快线货币市场基金","2014-06-17","货币型基金"
"000649","长城久鑫灵活配置混合型证券投资基金","2014-07-30","混合型基金"
"000652","博时裕隆灵活配置混合型证券投资基金","2014-06-03","混合型基金"
"000654","华商新锐产业灵活配置混合型证券投资基金","2014-07-24","混合型基金"
"000655","鑫元稳利债券型证券投资基金","2014-06-12","债券型基金"
"000656","前海开源沪深300指数型证券投资基金","2014-06-17","股票型基金"
"000657","银华活钱宝货币市场基金","2014-06-23","货币型基金"
"000663","国投瑞银美丽中国灵活配置混合型证券投资基金","2014-06-24","混合型基金"
"000664","国联安通盈灵活配置混合型证券投资基金","2014-06-13","混合型基金"
"000667","工银瑞信绝对收益策略混合型发起式证券投资基金","2014-06-26","混合型基金"
"000668","国寿安保尊享债券型证券投资基金","2014-07-24","债券型基金"
"000670","天弘季加利理财债券型证券投资基金","2014-06-18","债券型基金"
"000674","中海惠祥分级债券型证券投资基金","2014-08-29","债券型基金"
"000674","中海中短债债券型证券投资基金","2020-06-05","债券型基金"
"000677","工银瑞信现金快线货币市场基金","2014-09-23","货币型基金"
"000679","招商丰利灵活配置混合型证券投资基金","2014-08-12","混合型基金"
"000681","信澳慧管家货币市场基金","2014-06-26","货币型基金"
"000684","长盛养老健康产业灵活配置混合型证券投资基金","2014-11-25","混合型基金"
"000685","上投摩根现金管理货币市场基金","2014-08-19","货币型基金"
"000686","建信嘉薪宝货币市场基金","2014-06-17","货币型基金"
"000687","南方薪金宝货币市场基金","2014-06-23","货币型基金"
"000688","景顺长城研究精选股票型证券投资基金","2014-08-12","股票型基金"
"000689","前海开源新经济灵活配置混合型证券投资基金","2014-08-20","混合型基金"
"000690","前海开源大海洋战略经济灵活配置混合型证券投资基金","2014-07-31","混合型基金"
"000693","建信现金添利货币市场基金","2014-09-17","货币型基金"
"000694","鑫元鸿利债券型证券投资基金","2014-06-26","债券型基金"
"000695","大成景益平稳收益混合型证券投资基金","2014-06-26","混合型基金"
"000696","汇添富环保行业股票型证券投资基金","2014-09-16","股票型基金"
"000697","汇添富移动互联股票型证券投资基金","2014-08-26","股票型基金"
"000698","宝盈科技30灵活配置混合型证券投资基金","2014-08-13","混合型基金"
"000699","中银薪钱包货币市场基金","2014-06-26","货币型基金"
"000701","景顺长城景丰货币市场基金","2014-09-16","货币型基金"
"000702","广发季季利理财债券型证券投资基金","2014-09-29","债券型基金"
"000704","易方达天天增利货币市场基金","2014-06-25","货币型基金"
"000706","中邮多策略灵活配置混合型证券投资基金","2014-07-24","混合型基金"
"000708","华安安享灵活配置混合型证券投资基金","2015-01-23","混合型基金"
"000709","华安汇财通货币市场基金","2014-07-17","货币型基金"
"000710","交银施罗德现金宝货币市场基金","2014-09-12","货币型基金"
"000711","嘉实医疗保健股票型证券投资基金","2014-08-13","股票型基金"
"000712","上投摩根天添宝货币市场基金","2014-11-25","货币型基金"
"000714","诺安稳健回报灵活配置混合型证券投资基金","2014-09-15","混合型基金"
"000717","融通转型三动力灵活配置混合型证券投资基金","2015-01-16","混合型基金"
"000721","兴业货币市场证券投资基金","2014-08-06","货币型基金"
"000724","大成添利宝货币市场基金","2014-07-28","货币型基金"
"000727","融通健康产业灵活配置混合型证券投资基金","2014-12-25","混合型基金"
"000728","工银瑞信目标收益一年定期开放债券型证券投资基金","2014-08-12","债券型基金"
"000729","建信中小盘先锋股票型证券投资基金","2014-08-20","股票型基金"
"000730","博时现金宝货币市场基金","2014-09-18","货币型基金"
"000732","中原英石货币市场基金","2014-09-11","货币型基金"
"000734","博时天天增利货币市场基金","2014-08-25","货币型基金"
"000736","诺安聚利债券型证券投资基金","2014-11-13","债券型基金"
"000738","中信建投货币市场基金","2014-08-05","货币型基金"
"000739","平安新鑫先锋混合型证券投资基金","2015-01-29","混合型基金"
"000741","兴银货币市场基金","2014-08-27","货币型基金"
"000742","国泰新经济灵活配置混合型证券投资基金","2014-09-16","混合型基金"
"000743","红塔红土盛世普益灵活配置混合型发起式证券投资基金","2014-09-18","混合型基金"
"000744","北信瑞丰稳定收益债券型证券投资基金","2014-08-27","债券型基金"
"000746","招商行业精选股票型证券投资基金","2014-09-03","股票型基金"
"000747","广发逆向策略灵活配置混合型证券投资基金","2014-09-04","混合型基金"
"000748","广发活期宝货币市场基金","2014-08-28","货币型基金"
"000749","国金鑫安保本混合型证券投资基金","2014-08-27","混合型基金"
"000750","安信现金增利货币市场基金","2014-11-24","货币型基金"
"000751","嘉实新兴产业股票型证券投资基金","2014-09-17","股票型基金"
"000752","博时优势收益信用债债券型证券投资基金","2014-09-15","债券型基金"
"000753","华宝量化对冲策略混合型发起式证券投资基金","2014-09-17","混合型基金"
"000755","富安达新兴成长灵活配置混合型证券投资基金","2014-09-11","混合型基金"
"000756","建信潜力新蓝筹股票型证券投资基金","2014-09-10","股票型基金"
"000757","华富智慧城市灵活配置混合型证券投资基金","2014-10-30","混合型基金"
"000759","平安财富宝货币市场基金","2014-08-21","货币型基金"
"000760","工银瑞信财富快线货币市场基金","2015-06-19","货币型基金"
"000761","富兰克林国海健康优质生活股票型证券投资基金","2014-09-23","股票型基金"
"000762","汇添富绝对收益策略定期开放混合型发起式证券投资基金","2017-03-15","混合型基金"
"000763","工银瑞信新财富灵活配置混合型证券投资基金","2014-09-19","混合型基金"
"000767","华富国泰民安灵活配置混合型证券投资基金","2015-02-04","混合型基金"
"000768","长城久盈纯债分级债券型证券投资基金","2014-10-28","债券型基金"
"000768","长城久盈纯债债券型证券投资基金","2019-01-23","债券型基金"
"000771","诺安聚鑫宝货币市场基金","2014-09-01","货币型基金"
"000772","景顺长城中国回报灵活配置混合型证券投资基金","2014-11-06","混合型基金"
"000773","万家现金宝货币市场证券投资基金","2014-09-23","货币型基金"
"000774","天弘瑞利分级债券型证券投资基金","2015-01-20","债券型基金"
"000778","鹏华先进制造股票型证券投资基金","2014-11-04","股票型基金"
"000780","鹏华医疗保健股票型证券投资基金","2014-09-23","股票型基金"
"000781","国投瑞银岁增利债券型证券投资基金","2014-09-26","债券型基金"
